page,index_decimal,index_hex,byte_sequence,font_page,cell_index,cell_x,cell_y
c0,0,00,C0 00,hangulfont_1.tex,0,0,0
c0,1,01,C0 01,hangulfont_1.tex,1,1,0
c0,2,02,C0 02,hangulfont_1.tex,2,2,0
c0,3,03,C0 03,hangulfont_1.tex,3,3,0
c0,4,04,C0 04,hangulfont_1.tex,4,4,0
c0,5,05,C0 05,hangulfont_1.tex,5,5,0
c0,6,06,C0 06,hangulfont_1.tex,6,6,0
c0,7,07,C0 07,hangulfont_1.tex,7,7,0
c0,8,08,C0 08,hangulfont_1.tex,8,8,0
c0,9,09,C0 09,hangulfont_1.tex,9,9,0
c0,10,0A,C0 0A,hangulfont_1.tex,10,10,0
c0,11,0B,C0 0B,hangulfont_1.tex,11,11,0
c0,12,0C,C0 0C,hangulfont_1.tex,12,12,0
c0,13,0D,C0 0D,hangulfont_1.tex,13,13,0
c0,14,0E,C0 0E,hangulfont_1.tex,14,14,0
c0,15,0F,C0 0F,hangulfont_1.tex,15,15,0
c0,16,10,C0 10,hangulfont_1.tex,16,0,1
c0,17,11,C0 11,hangulfont_1.tex,17,1,1
c0,19,13,C0 13,hangulfont_1.tex,19,3,1
c0,20,14,C0 14,hangulfont_1.tex,20,4,1
c0,21,15,C0 15,hangulfont_1.tex,21,5,1
c0,22,16,C0 16,hangulfont_1.tex,22,6,1
c0,23,17,C0 17,hangulfont_1.tex,23,7,1
c0,24,18,C0 18,hangulfont_1.tex,24,8,1
c0,25,19,C0 19,hangulfont_1.tex,25,9,1
c0,26,1A,C0 1A,hangulfont_1.tex,26,10,1
c0,31,1F,C0 1F,hangulfont_1.tex,31,15,1
c0,52,34,C0 34,hangulfont_1.tex,52,4,3
c0,73,49,C0 49,hangulfont_1.tex,73,9,4
c0,94,5E,C0 5E,hangulfont_1.tex,94,14,5
c0,99,63,C0 63,hangulfont_1.tex,99,3,6
c0,115,73,C0 73,hangulfont_1.tex,115,3,7
c0,136,88,C0 88,hangulfont_1.tex,136,8,8
c0,157,9D,C0 9D,hangulfont_1.tex,157,13,9
c0,178,B2,C0 B2,hangulfont_1.tex,178,2,11
c0,192,C0,C0 C0,hangulfont_1.tex,192,0,12
c0,193,C1,C0 C1,hangulfont_1.tex,193,1,12
c0,194,C2,C0 C2,hangulfont_1.tex,194,2,12
c0,195,C3,C0 C3,hangulfont_1.tex,195,3,12
c0,196,C4,C0 C4,hangulfont_1.tex,196,4,12
c0,197,C5,C0 C5,hangulfont_1.tex,197,5,12
c0,198,C6,C0 C6,hangulfont_1.tex,198,6,12
c0,199,C7,C0 C7,hangulfont_1.tex,199,7,12
c0,200,C8,C0 C8,hangulfont_1.tex,200,8,12
c0,201,C9,C0 C9,hangulfont_1.tex,201,9,12
c0,202,CA,C0 CA,hangulfont_1.tex,202,10,12
c0,203,CB,C0 CB,hangulfont_1.tex,203,11,12
c0,204,CC,C0 CC,hangulfont_1.tex,204,12,12
c0,205,CD,C0 CD,hangulfont_1.tex,205,13,12
c0,206,CE,C0 CE,hangulfont_1.tex,206,14,12
c0,207,CF,C0 CF,hangulfont_1.tex,207,15,12
c0,208,D0,C0 D0,hangulfont_1.tex,208,0,13
c0,209,D1,C0 D1,hangulfont_1.tex,209,1,13
c0,210,D2,C0 D2,hangulfont_1.tex,210,2,13
c0,211,D3,C0 D3,hangulfont_1.tex,211,3,13
c0,212,D4,C0 D4,hangulfont_1.tex,212,4,13
c0,213,D5,C0 D5,hangulfont_1.tex,213,5,13
c0,214,D6,C0 D6,hangulfont_1.tex,214,6,13
c0,215,D7,C0 D7,hangulfont_1.tex,215,7,13
c0,216,D8,C0 D8,hangulfont_1.tex,216,8,13
c0,217,D9,C0 D9,hangulfont_1.tex,217,9,13
c0,218,DA,C0 DA,hangulfont_1.tex,218,10,13
c0,219,DB,C0 DB,hangulfont_1.tex,219,11,13
c0,220,DC,C0 DC,hangulfont_1.tex,220,12,13
c0,221,DD,C0 DD,hangulfont_1.tex,221,13,13
c0,222,DE,C0 DE,hangulfont_1.tex,222,14,13
c0,223,DF,C0 DF,hangulfont_1.tex,223,15,13
c0,224,E0,C0 E0,hangulfont_1.tex,224,0,14
c0,225,E1,C0 E1,hangulfont_1.tex,225,1,14
c0,226,E2,C0 E2,hangulfont_1.tex,226,2,14
c0,227,E3,C0 E3,hangulfont_1.tex,227,3,14
c0,228,E4,C0 E4,hangulfont_1.tex,228,4,14
c0,229,E5,C0 E5,hangulfont_1.tex,229,5,14
c0,230,E6,C0 E6,hangulfont_1.tex,230,6,14
c0,231,E7,C0 E7,hangulfont_1.tex,231,7,14
c0,232,E8,C0 E8,hangulfont_1.tex,232,8,14
c0,233,E9,C0 E9,hangulfont_1.tex,233,9,14
c0,234,EA,C0 EA,hangulfont_1.tex,234,10,14
c0,235,EB,C0 EB,hangulfont_1.tex,235,11,14
c0,236,EC,C0 EC,hangulfont_1.tex,236,12,14
c0,237,ED,C0 ED,hangulfont_1.tex,237,13,14
c0,238,EE,C0 EE,hangulfont_1.tex,238,14,14
c0,239,EF,C0 EF,hangulfont_1.tex,239,15,14
c0,240,F0,C0 F0,hangulfont_1.tex,240,0,15
c0,241,F1,C0 F1,hangulfont_1.tex,241,1,15
c0,242,F2,C0 F2,hangulfont_1.tex,242,2,15
c0,243,F3,C0 F3,hangulfont_1.tex,243,3,15
c0,244,F4,C0 F4,hangulfont_1.tex,244,4,15
c0,245,F5,C0 F5,hangulfont_1.tex,245,5,15
c0,246,F6,C0 F6,hangulfont_1.tex,246,6,15
c0,247,F7,C0 F7,hangulfont_1.tex,247,7,15
c0,248,F8,C0 F8,hangulfont_1.tex,248,8,15
c0,249,F9,C0 F9,hangulfont_1.tex,249,9,15
c0,250,FA,C0 FA,hangulfont_1.tex,250,10,15
c0,251,FB,C0 FB,hangulfont_1.tex,251,11,15
c0,252,FC,C0 FC,hangulfont_1.tex,252,12,15
c0,253,FD,C0 FD,hangulfont_1.tex,253,13,15
c0,254,FE,C0 FE,hangulfont_1.tex,254,14,15
c0,255,FF,C0 FF,hangulfont_1.tex,255,15,15
c1,1,01,C1 01,hangulfont_2.tex,1,1,0
c1,10,0A,C1 0A,hangulfont_2.tex,10,10,0
c1,31,1F,C1 1F,hangulfont_2.tex,31,15,1
c1,52,34,C1 34,hangulfont_2.tex,52,4,3
c1,73,49,C1 49,hangulfont_2.tex,73,9,4
c1,94,5E,C1 5E,hangulfont_2.tex,94,14,5
c1,96,60,C1 60,hangulfont_2.tex,96,0,6
c1,97,61,C1 61,hangulfont_2.tex,97,1,6
c1,115,73,C1 73,hangulfont_2.tex,115,3,7
c1,136,88,C1 88,hangulfont_2.tex,136,8,8
c1,157,9D,C1 9D,hangulfont_2.tex,157,13,9
c1,178,B2,C1 B2,hangulfont_2.tex,178,2,11
c1,192,C0,C1 C0,hangulfont_2.tex,192,0,12
c1,193,C1,C1 C1,hangulfont_2.tex,193,1,12
c1,194,C2,C1 C2,hangulfont_2.tex,194,2,12
c1,195,C3,C1 C3,hangulfont_2.tex,195,3,12
c1,196,C4,C1 C4,hangulfont_2.tex,196,4,12
c1,197,C5,C1 C5,hangulfont_2.tex,197,5,12
c1,198,C6,C1 C6,hangulfont_2.tex,198,6,12
c1,199,C7,C1 C7,hangulfont_2.tex,199,7,12
c1,200,C8,C1 C8,hangulfont_2.tex,200,8,12
c1,201,C9,C1 C9,hangulfont_2.tex,201,9,12
c1,202,CA,C1 CA,hangulfont_2.tex,202,10,12
c1,203,CB,C1 CB,hangulfont_2.tex,203,11,12
c1,204,CC,C1 CC,hangulfont_2.tex,204,12,12
c1,205,CD,C1 CD,hangulfont_2.tex,205,13,12
c1,206,CE,C1 CE,hangulfont_2.tex,206,14,12
c1,207,CF,C1 CF,hangulfont_2.tex,207,15,12
c1,208,D0,C1 D0,hangulfont_2.tex,208,0,13
c1,209,D1,C1 D1,hangulfont_2.tex,209,1,13
c1,210,D2,C1 D2,hangulfont_2.tex,210,2,13
c1,211,D3,C1 D3,hangulfont_2.tex,211,3,13
c1,212,D4,C1 D4,hangulfont_2.tex,212,4,13
c1,213,D5,C1 D5,hangulfont_2.tex,213,5,13
c1,214,D6,C1 D6,hangulfont_2.tex,214,6,13
c1,215,D7,C1 D7,hangulfont_2.tex,215,7,13
c1,216,D8,C1 D8,hangulfont_2.tex,216,8,13
c1,217,D9,C1 D9,hangulfont_2.tex,217,9,13
c1,218,DA,C1 DA,hangulfont_2.tex,218,10,13
c1,219,DB,C1 DB,hangulfont_2.tex,219,11,13
c1,220,DC,C1 DC,hangulfont_2.tex,220,12,13
c1,221,DD,C1 DD,hangulfont_2.tex,221,13,13
c1,222,DE,C1 DE,hangulfont_2.tex,222,14,13
c1,223,DF,C1 DF,hangulfont_2.tex,223,15,13
c1,224,E0,C1 E0,hangulfont_2.tex,224,0,14
c1,225,E1,C1 E1,hangulfont_2.tex,225,1,14
c1,226,E2,C1 E2,hangulfont_2.tex,226,2,14
c1,227,E3,C1 E3,hangulfont_2.tex,227,3,14
c1,228,E4,C1 E4,hangulfont_2.tex,228,4,14
c1,229,E5,C1 E5,hangulfont_2.tex,229,5,14
c1,230,E6,C1 E6,hangulfont_2.tex,230,6,14
c1,231,E7,C1 E7,hangulfont_2.tex,231,7,14
c1,232,E8,C1 E8,hangulfont_2.tex,232,8,14
c1,233,E9,C1 E9,hangulfont_2.tex,233,9,14
c1,234,EA,C1 EA,hangulfont_2.tex,234,10,14
c1,235,EB,C1 EB,hangulfont_2.tex,235,11,14
c1,236,EC,C1 EC,hangulfont_2.tex,236,12,14
c1,237,ED,C1 ED,hangulfont_2.tex,237,13,14
c1,238,EE,C1 EE,hangulfont_2.tex,238,14,14
c1,239,EF,C1 EF,hangulfont_2.tex,239,15,14
c1,240,F0,C1 F0,hangulfont_2.tex,240,0,15
c1,241,F1,C1 F1,hangulfont_2.tex,241,1,15
c1,242,F2,C1 F2,hangulfont_2.tex,242,2,15
c1,243,F3,C1 F3,hangulfont_2.tex,243,3,15
c1,244,F4,C1 F4,hangulfont_2.tex,244,4,15
c1,245,F5,C1 F5,hangulfont_2.tex,245,5,15
c1,246,F6,C1 F6,hangulfont_2.tex,246,6,15
c1,247,F7,C1 F7,hangulfont_2.tex,247,7,15
c1,248,F8,C1 F8,hangulfont_2.tex,248,8,15
c1,249,F9,C1 F9,hangulfont_2.tex,249,9,15
c1,250,FA,C1 FA,hangulfont_2.tex,250,10,15
c1,251,FB,C1 FB,hangulfont_2.tex,251,11,15
c1,252,FC,C1 FC,hangulfont_2.tex,252,12,15
c1,253,FD,C1 FD,hangulfont_2.tex,253,13,15
c1,254,FE,C1 FE,hangulfont_2.tex,254,14,15
c1,255,FF,C1 FF,hangulfont_2.tex,255,15,15
c2,10,0A,C2 0A,hangulfont_3.tex,10,10,0
c2,31,1F,C2 1F,hangulfont_3.tex,31,15,1
c2,52,34,C2 34,hangulfont_3.tex,52,4,3
c2,73,49,C2 49,hangulfont_3.tex,73,9,4
c2,94,5E,C2 5E,hangulfont_3.tex,94,14,5
c2,96,60,C2 60,hangulfont_3.tex,96,0,6
c2,97,61,C2 61,hangulfont_3.tex,97,1,6
c2,99,63,C2 63,hangulfont_3.tex,99,3,6
c2,100,64,C2 64,hangulfont_3.tex,100,4,6
c2,115,73,C2 73,hangulfont_3.tex,115,3,7
c2,136,88,C2 88,hangulfont_3.tex,136,8,8
c2,157,9D,C2 9D,hangulfont_3.tex,157,13,9
c2,178,B2,C2 B2,hangulfont_3.tex,178,2,11
c2,192,C0,C2 C0,hangulfont_3.tex,192,0,12
c2,193,C1,C2 C1,hangulfont_3.tex,193,1,12
c2,194,C2,C2 C2,hangulfont_3.tex,194,2,12
c2,195,C3,C2 C3,hangulfont_3.tex,195,3,12
c2,196,C4,C2 C4,hangulfont_3.tex,196,4,12
c2,197,C5,C2 C5,hangulfont_3.tex,197,5,12
c2,198,C6,C2 C6,hangulfont_3.tex,198,6,12
c2,199,C7,C2 C7,hangulfont_3.tex,199,7,12
c2,200,C8,C2 C8,hangulfont_3.tex,200,8,12
c2,201,C9,C2 C9,hangulfont_3.tex,201,9,12
c2,202,CA,C2 CA,hangulfont_3.tex,202,10,12
c2,203,CB,C2 CB,hangulfont_3.tex,203,11,12
c2,204,CC,C2 CC,hangulfont_3.tex,204,12,12
c2,205,CD,C2 CD,hangulfont_3.tex,205,13,12
c2,206,CE,C2 CE,hangulfont_3.tex,206,14,12
c2,207,CF,C2 CF,hangulfont_3.tex,207,15,12
c2,208,D0,C2 D0,hangulfont_3.tex,208,0,13
c2,209,D1,C2 D1,hangulfont_3.tex,209,1,13
c2,210,D2,C2 D2,hangulfont_3.tex,210,2,13
c2,211,D3,C2 D3,hangulfont_3.tex,211,3,13
c2,212,D4,C2 D4,hangulfont_3.tex,212,4,13
c2,213,D5,C2 D5,hangulfont_3.tex,213,5,13
c2,214,D6,C2 D6,hangulfont_3.tex,214,6,13
c2,215,D7,C2 D7,hangulfont_3.tex,215,7,13
c2,216,D8,C2 D8,hangulfont_3.tex,216,8,13
c2,217,D9,C2 D9,hangulfont_3.tex,217,9,13
c2,218,DA,C2 DA,hangulfont_3.tex,218,10,13
c2,219,DB,C2 DB,hangulfont_3.tex,219,11,13
c2,220,DC,C2 DC,hangulfont_3.tex,220,12,13
c2,221,DD,C2 DD,hangulfont_3.tex,221,13,13
c2,222,DE,C2 DE,hangulfont_3.tex,222,14,13
c2,223,DF,C2 DF,hangulfont_3.tex,223,15,13
c2,224,E0,C2 E0,hangulfont_3.tex,224,0,14
c2,225,E1,C2 E1,hangulfont_3.tex,225,1,14
c2,226,E2,C2 E2,hangulfont_3.tex,226,2,14
c2,227,E3,C2 E3,hangulfont_3.tex,227,3,14
c2,228,E4,C2 E4,hangulfont_3.tex,228,4,14
c2,229,E5,C2 E5,hangulfont_3.tex,229,5,14
c2,230,E6,C2 E6,hangulfont_3.tex,230,6,14
c2,231,E7,C2 E7,hangulfont_3.tex,231,7,14
c2,232,E8,C2 E8,hangulfont_3.tex,232,8,14
c2,233,E9,C2 E9,hangulfont_3.tex,233,9,14
c2,234,EA,C2 EA,hangulfont_3.tex,234,10,14
c2,235,EB,C2 EB,hangulfont_3.tex,235,11,14
c2,236,EC,C2 EC,hangulfont_3.tex,236,12,14
c2,237,ED,C2 ED,hangulfont_3.tex,237,13,14
c2,238,EE,C2 EE,hangulfont_3.tex,238,14,14
c2,239,EF,C2 EF,hangulfont_3.tex,239,15,14
c2,240,F0,C2 F0,hangulfont_3.tex,240,0,15
c2,241,F1,C2 F1,hangulfont_3.tex,241,1,15
c2,242,F2,C2 F2,hangulfont_3.tex,242,2,15
c2,243,F3,C2 F3,hangulfont_3.tex,243,3,15
c2,244,F4,C2 F4,hangulfont_3.tex,244,4,15
c2,245,F5,C2 F5,hangulfont_3.tex,245,5,15
c2,246,F6,C2 F6,hangulfont_3.tex,246,6,15
c2,247,F7,C2 F7,hangulfont_3.tex,247,7,15
c2,248,F8,C2 F8,hangulfont_3.tex,248,8,15
c2,249,F9,C2 F9,hangulfont_3.tex,249,9,15
c2,250,FA,C2 FA,hangulfont_3.tex,250,10,15
c2,251,FB,C2 FB,hangulfont_3.tex,251,11,15
c2,252,FC,C2 FC,hangulfont_3.tex,252,12,15
c2,253,FD,C2 FD,hangulfont_3.tex,253,13,15
c2,254,FE,C2 FE,hangulfont_3.tex,254,14,15
c2,255,FF,C2 FF,hangulfont_3.tex,255,15,15
c3,10,0A,C3 0A,hangulfont_4.tex,10,10,0
c3,26,1A,C3 1A,hangulfont_4.tex,26,10,1
c3,31,1F,C3 1F,hangulfont_4.tex,31,15,1
c3,52,34,C3 34,hangulfont_4.tex,52,4,3
c3,73,49,C3 49,hangulfont_4.tex,73,9,4
c3,94,5E,C3 5E,hangulfont_4.tex,94,14,5
c3,115,73,C3 73,hangulfont_4.tex,115,3,7
c3,136,88,C3 88,hangulfont_4.tex,136,8,8
c3,157,9D,C3 9D,hangulfont_4.tex,157,13,9
c3,178,B2,C3 B2,hangulfont_4.tex,178,2,11
c3,192,C0,C3 C0,hangulfont_4.tex,192,0,12
c3,193,C1,C3 C1,hangulfont_4.tex,193,1,12
c3,194,C2,C3 C2,hangulfont_4.tex,194,2,12
c3,195,C3,C3 C3,hangulfont_4.tex,195,3,12
c3,196,C4,C3 C4,hangulfont_4.tex,196,4,12
c3,197,C5,C3 C5,hangulfont_4.tex,197,5,12
c3,198,C6,C3 C6,hangulfont_4.tex,198,6,12
c3,199,C7,C3 C7,hangulfont_4.tex,199,7,12
c3,200,C8,C3 C8,hangulfont_4.tex,200,8,12
c3,201,C9,C3 C9,hangulfont_4.tex,201,9,12
c3,202,CA,C3 CA,hangulfont_4.tex,202,10,12
c3,203,CB,C3 CB,hangulfont_4.tex,203,11,12
c3,204,CC,C3 CC,hangulfont_4.tex,204,12,12
c3,205,CD,C3 CD,hangulfont_4.tex,205,13,12
c3,206,CE,C3 CE,hangulfont_4.tex,206,14,12
c3,207,CF,C3 CF,hangulfont_4.tex,207,15,12
c3,208,D0,C3 D0,hangulfont_4.tex,208,0,13
c3,209,D1,C3 D1,hangulfont_4.tex,209,1,13
c3,210,D2,C3 D2,hangulfont_4.tex,210,2,13
c3,211,D3,C3 D3,hangulfont_4.tex,211,3,13
c3,212,D4,C3 D4,hangulfont_4.tex,212,4,13
c3,213,D5,C3 D5,hangulfont_4.tex,213,5,13
c3,214,D6,C3 D6,hangulfont_4.tex,214,6,13
c3,215,D7,C3 D7,hangulfont_4.tex,215,7,13
c3,216,D8,C3 D8,hangulfont_4.tex,216,8,13
c3,217,D9,C3 D9,hangulfont_4.tex,217,9,13
c3,218,DA,C3 DA,hangulfont_4.tex,218,10,13
c3,219,DB,C3 DB,hangulfont_4.tex,219,11,13
c3,220,DC,C3 DC,hangulfont_4.tex,220,12,13
c3,221,DD,C3 DD,hangulfont_4.tex,221,13,13
c3,222,DE,C3 DE,hangulfont_4.tex,222,14,13
c3,223,DF,C3 DF,hangulfont_4.tex,223,15,13
c3,224,E0,C3 E0,hangulfont_4.tex,224,0,14
c3,225,E1,C3 E1,hangulfont_4.tex,225,1,14
c3,226,E2,C3 E2,hangulfont_4.tex,226,2,14
c3,227,E3,C3 E3,hangulfont_4.tex,227,3,14
c3,228,E4,C3 E4,hangulfont_4.tex,228,4,14
c3,229,E5,C3 E5,hangulfont_4.tex,229,5,14
c3,230,E6,C3 E6,hangulfont_4.tex,230,6,14
c3,231,E7,C3 E7,hangulfont_4.tex,231,7,14
c3,232,E8,C3 E8,hangulfont_4.tex,232,8,14
c3,233,E9,C3 E9,hangulfont_4.tex,233,9,14
c3,234,EA,C3 EA,hangulfont_4.tex,234,10,14
c3,235,EB,C3 EB,hangulfont_4.tex,235,11,14
c3,236,EC,C3 EC,hangulfont_4.tex,236,12,14
c3,237,ED,C3 ED,hangulfont_4.tex,237,13,14
c3,238,EE,C3 EE,hangulfont_4.tex,238,14,14
c3,239,EF,C3 EF,hangulfont_4.tex,239,15,14
c3,240,F0,C3 F0,hangulfont_4.tex,240,0,15
c3,241,F1,C3 F1,hangulfont_4.tex,241,1,15
c3,242,F2,C3 F2,hangulfont_4.tex,242,2,15
c3,243,F3,C3 F3,hangulfont_4.tex,243,3,15
c3,244,F4,C3 F4,hangulfont_4.tex,244,4,15
c3,245,F5,C3 F5,hangulfont_4.tex,245,5,15
c3,246,F6,C3 F6,hangulfont_4.tex,246,6,15
c3,247,F7,C3 F7,hangulfont_4.tex,247,7,15
c3,248,F8,C3 F8,hangulfont_4.tex,248,8,15
c3,249,F9,C3 F9,hangulfont_4.tex,249,9,15
c3,250,FA,C3 FA,hangulfont_4.tex,250,10,15
c3,251,FB,C3 FB,hangulfont_4.tex,251,11,15
c3,252,FC,C3 FC,hangulfont_4.tex,252,12,15
c3,253,FD,C3 FD,hangulfont_4.tex,253,13,15
c3,254,FE,C3 FE,hangulfont_4.tex,254,14,15
c3,255,FF,C3 FF,hangulfont_4.tex,255,15,15
c4,10,0A,C4 0A,hangulfont_5.tex,10,10,0
c4,31,1F,C4 1F,hangulfont_5.tex,31,15,1
c4,52,34,C4 34,hangulfont_5.tex,52,4,3
c4,73,49,C4 49,hangulfont_5.tex,73,9,4
c4,94,5E,C4 5E,hangulfont_5.tex,94,14,5
c4,100,64,C4 64,hangulfont_5.tex,100,4,6
c4,115,73,C4 73,hangulfont_5.tex,115,3,7
c4,136,88,C4 88,hangulfont_5.tex,136,8,8
c4,157,9D,C4 9D,hangulfont_5.tex,157,13,9
c4,178,B2,C4 B2,hangulfont_5.tex,178,2,11
c4,192,C0,C4 C0,hangulfont_5.tex,192,0,12
c4,193,C1,C4 C1,hangulfont_5.tex,193,1,12
c4,194,C2,C4 C2,hangulfont_5.tex,194,2,12
c4,195,C3,C4 C3,hangulfont_5.tex,195,3,12
c4,196,C4,C4 C4,hangulfont_5.tex,196,4,12
c4,197,C5,C4 C5,hangulfont_5.tex,197,5,12
c4,198,C6,C4 C6,hangulfont_5.tex,198,6,12
c4,199,C7,C4 C7,hangulfont_5.tex,199,7,12
c4,200,C8,C4 C8,hangulfont_5.tex,200,8,12
c4,201,C9,C4 C9,hangulfont_5.tex,201,9,12
c4,202,CA,C4 CA,hangulfont_5.tex,202,10,12
c4,203,CB,C4 CB,hangulfont_5.tex,203,11,12
c4,204,CC,C4 CC,hangulfont_5.tex,204,12,12
c4,205,CD,C4 CD,hangulfont_5.tex,205,13,12
c4,206,CE,C4 CE,hangulfont_5.tex,206,14,12
c4,207,CF,C4 CF,hangulfont_5.tex,207,15,12
c4,208,D0,C4 D0,hangulfont_5.tex,208,0,13
c4,209,D1,C4 D1,hangulfont_5.tex,209,1,13
c4,210,D2,C4 D2,hangulfont_5.tex,210,2,13
c4,211,D3,C4 D3,hangulfont_5.tex,211,3,13
c4,212,D4,C4 D4,hangulfont_5.tex,212,4,13
c4,213,D5,C4 D5,hangulfont_5.tex,213,5,13
c4,214,D6,C4 D6,hangulfont_5.tex,214,6,13
c4,215,D7,C4 D7,hangulfont_5.tex,215,7,13
c4,216,D8,C4 D8,hangulfont_5.tex,216,8,13
c4,217,D9,C4 D9,hangulfont_5.tex,217,9,13
c4,218,DA,C4 DA,hangulfont_5.tex,218,10,13
c4,219,DB,C4 DB,hangulfont_5.tex,219,11,13
c4,220,DC,C4 DC,hangulfont_5.tex,220,12,13
c4,221,DD,C4 DD,hangulfont_5.tex,221,13,13
c4,222,DE,C4 DE,hangulfont_5.tex,222,14,13
c4,223,DF,C4 DF,hangulfont_5.tex,223,15,13
c4,224,E0,C4 E0,hangulfont_5.tex,224,0,14
c4,225,E1,C4 E1,hangulfont_5.tex,225,1,14
c4,226,E2,C4 E2,hangulfont_5.tex,226,2,14
c4,227,E3,C4 E3,hangulfont_5.tex,227,3,14
c4,228,E4,C4 E4,hangulfont_5.tex,228,4,14
c4,229,E5,C4 E5,hangulfont_5.tex,229,5,14
c4,230,E6,C4 E6,hangulfont_5.tex,230,6,14
c4,231,E7,C4 E7,hangulfont_5.tex,231,7,14
c4,232,E8,C4 E8,hangulfont_5.tex,232,8,14
c4,233,E9,C4 E9,hangulfont_5.tex,233,9,14
c4,234,EA,C4 EA,hangulfont_5.tex,234,10,14
c4,235,EB,C4 EB,hangulfont_5.tex,235,11,14
c4,236,EC,C4 EC,hangulfont_5.tex,236,12,14
c4,237,ED,C4 ED,hangulfont_5.tex,237,13,14
c4,238,EE,C4 EE,hangulfont_5.tex,238,14,14
c4,239,EF,C4 EF,hangulfont_5.tex,239,15,14
c4,240,F0,C4 F0,hangulfont_5.tex,240,0,15
c4,241,F1,C4 F1,hangulfont_5.tex,241,1,15
c4,242,F2,C4 F2,hangulfont_5.tex,242,2,15
c4,243,F3,C4 F3,hangulfont_5.tex,243,3,15
c4,244,F4,C4 F4,hangulfont_5.tex,244,4,15
c4,245,F5,C4 F5,hangulfont_5.tex,245,5,15
c4,246,F6,C4 F6,hangulfont_5.tex,246,6,15
c4,247,F7,C4 F7,hangulfont_5.tex,247,7,15
c4,248,F8,C4 F8,hangulfont_5.tex,248,8,15
c4,249,F9,C4 F9,hangulfont_5.tex,249,9,15
c4,250,FA,C4 FA,hangulfont_5.tex,250,10,15
c4,251,FB,C4 FB,hangulfont_5.tex,251,11,15
c4,252,FC,C4 FC,hangulfont_5.tex,252,12,15
c4,253,FD,C4 FD,hangulfont_5.tex,253,13,15
c4,254,FE,C4 FE,hangulfont_5.tex,254,14,15
c4,255,FF,C4 FF,hangulfont_5.tex,255,15,15
c5,1,01,C5 01,hangulfont_6.tex,1,1,0
c5,2,02,C5 02,hangulfont_6.tex,2,2,0
c5,8,08,C5 08,hangulfont_6.tex,8,8,0
c5,10,0A,C5 0A,hangulfont_6.tex,10,10,0
c5,17,11,C5 11,hangulfont_6.tex,17,1,1
c5,26,1A,C5 1A,hangulfont_6.tex,26,10,1
c5,31,1F,C5 1F,hangulfont_6.tex,31,15,1
c5,52,34,C5 34,hangulfont_6.tex,52,4,3
c5,73,49,C5 49,hangulfont_6.tex,73,9,4
c5,94,5E,C5 5E,hangulfont_6.tex,94,14,5
c5,100,64,C5 64,hangulfont_6.tex,100,4,6
c5,104,68,C5 68,hangulfont_6.tex,104,8,6
c5,115,73,C5 73,hangulfont_6.tex,115,3,7
c5,136,88,C5 88,hangulfont_6.tex,136,8,8
c5,137,89,C5 89,hangulfont_6.tex,137,9,8
c5,138,8A,C5 8A,hangulfont_6.tex,138,10,8
c5,157,9D,C5 9D,hangulfont_6.tex,157,13,9
c5,178,B2,C5 B2,hangulfont_6.tex,178,2,11
c5,192,C0,C5 C0,hangulfont_6.tex,192,0,12
c5,193,C1,C5 C1,hangulfont_6.tex,193,1,12
c5,194,C2,C5 C2,hangulfont_6.tex,194,2,12
c5,195,C3,C5 C3,hangulfont_6.tex,195,3,12
c5,196,C4,C5 C4,hangulfont_6.tex,196,4,12
c5,197,C5,C5 C5,hangulfont_6.tex,197,5,12
c5,198,C6,C5 C6,hangulfont_6.tex,198,6,12
c5,199,C7,C5 C7,hangulfont_6.tex,199,7,12
c5,200,C8,C5 C8,hangulfont_6.tex,200,8,12
c5,201,C9,C5 C9,hangulfont_6.tex,201,9,12
c5,202,CA,C5 CA,hangulfont_6.tex,202,10,12
c5,203,CB,C5 CB,hangulfont_6.tex,203,11,12
c5,204,CC,C5 CC,hangulfont_6.tex,204,12,12
c5,205,CD,C5 CD,hangulfont_6.tex,205,13,12
c5,206,CE,C5 CE,hangulfont_6.tex,206,14,12
c5,207,CF,C5 CF,hangulfont_6.tex,207,15,12
c5,208,D0,C5 D0,hangulfont_6.tex,208,0,13
c5,209,D1,C5 D1,hangulfont_6.tex,209,1,13
c5,210,D2,C5 D2,hangulfont_6.tex,210,2,13
c5,211,D3,C5 D3,hangulfont_6.tex,211,3,13
c5,212,D4,C5 D4,hangulfont_6.tex,212,4,13
c5,213,D5,C5 D5,hangulfont_6.tex,213,5,13
c5,214,D6,C5 D6,hangulfont_6.tex,214,6,13
c5,215,D7,C5 D7,hangulfont_6.tex,215,7,13
c5,216,D8,C5 D8,hangulfont_6.tex,216,8,13
c5,217,D9,C5 D9,hangulfont_6.tex,217,9,13
c5,218,DA,C5 DA,hangulfont_6.tex,218,10,13
c5,219,DB,C5 DB,hangulfont_6.tex,219,11,13
c5,220,DC,C5 DC,hangulfont_6.tex,220,12,13
c5,221,DD,C5 DD,hangulfont_6.tex,221,13,13
c5,222,DE,C5 DE,hangulfont_6.tex,222,14,13
c5,223,DF,C5 DF,hangulfont_6.tex,223,15,13
c5,224,E0,C5 E0,hangulfont_6.tex,224,0,14
c5,225,E1,C5 E1,hangulfont_6.tex,225,1,14
c5,226,E2,C5 E2,hangulfont_6.tex,226,2,14
c5,227,E3,C5 E3,hangulfont_6.tex,227,3,14
