page,index_decimal,index_hex,byte_sequence,font_page,cell_index,cell_x,cell_y
cc,238,EE,CC EE,hangulfont_13.tex,238,14,14
cc,239,EF,CC EF,hangulfont_13.tex,239,15,14
cc,240,F0,CC F0,hangulfont_13.tex,240,0,15
cc,241,F1,CC F1,hangulfont_13.tex,241,1,15
cc,242,F2,CC F2,hangulfont_13.tex,242,2,15
cc,243,F3,CC F3,hangulfont_13.tex,243,3,15
cc,244,F4,CC F4,hangulfont_13.tex,244,4,15
cc,245,F5,CC F5,hangulfont_13.tex,245,5,15
cc,246,F6,CC F6,hangulfont_13.tex,246,6,15
cc,247,F7,CC F7,hangulfont_13.tex,247,7,15
cc,248,F8,CC F8,hangulfont_13.tex,248,8,15
cc,249,F9,CC F9,hangulfont_13.tex,249,9,15
cc,250,FA,CC FA,hangulfont_13.tex,250,10,15
cc,251,FB,CC FB,hangulfont_13.tex,251,11,15
cc,252,FC,CC FC,hangulfont_13.tex,252,12,15
cc,253,FD,CC FD,hangulfont_13.tex,253,13,15
cc,254,FE,CC FE,hangulfont_13.tex,254,14,15
cc,255,FF,CC FF,hangulfont_13.tex,255,15,15
